"","formulas_with","formulas_without","pvals"
"2311","response~(education+amount+sav_acct)^3","response~education+amount+sav_acct",0.856321912234526
"3357","response~(install_rate+other_install+num_dependents)^3","response~install_rate+other_install+num_dependents",0.856077356002445
"1987","response~(furniture+real_estate+num_credits)^3","response~furniture+real_estate+num_credits",0.855556203333707
"2227","response~(radio.tv+present_resident+other_install)^3","response~radio.tv+present_resident+other_install",0.855274540371493
"2021","response~(furniture+rent+foreign)^3","response~furniture+rent+foreign",0.855124523665945
"1718","response~(used_car+prop_unkn_none+rent)^3","response~used_car+prop_unkn_none+rent",0.855100243311131
"3423","response~(male_div+guarantor+present_resident)^3","response~male_div+guarantor+present_resident",0.854278189252822
"2077","response~(radio.tv+retraining+num_dependents)^3","response~radio.tv+retraining+num_dependents",0.852789792937941
"3861","response~(present_resident+age+rent)^3","response~present_resident+age+rent",0.852313621492574
"1848","response~(furniture+sav_acct+install_rate)^3","response~furniture+sav_acct+install_rate",0.85230162924517
"350","response~(chk_acct+present_resident+telephone)^3","response~chk_acct+present_resident+telephone",0.851552689203729
"1421","response~(new_car+prop_unkn_none+job)^3","response~new_car+prop_unkn_none+job",0.851202021712279
"4029","response~(rent+own_res+telephone)^3","response~rent+own_res+telephone",0.850312724356498
"1663","response~(used_car+male_mar_or_wid+rent)^3","response~used_car+male_mar_or_wid+rent",0.849236059004038
"1631","response~(used_car+male_div+prop_unkn_none)^3","response~used_car+male_div+prop_unkn_none",0.849159137720628
"211","response~(chk_acct+amount+own_res)^3","response~chk_acct+amount+own_res",0.84904686222574
"3189","response~(employment+present_resident+foreign)^3","response~employment+present_resident+foreign",0.848782998140307
"130","response~(chk_acct+furniture+foreign)^3","response~chk_acct+furniture+foreign",0.848423246073969
"1634","response~(used_car+male_div+rent)^3","response~used_car+male_div+rent",0.84761379561818
"2682","response~(retraining+real_estate+job)^3","response~retraining+real_estate+job",0.847285905684083
"3924","response~(real_estate+rent+telephone)^3","response~real_estate+rent+telephone",0.847256202887872
"788","response~(history+new_car+education)^3","response~history+new_car+education",0.846952109240352
"3009","response~(sav_acct+co.applicant+num_credits)^3","response~sav_acct+co.applicant+num_credits",0.846924598714522
"2356","response~(education+employment+present_resident)^3","response~education+employment+present_resident",0.846132106787528
"1265","response~(new_car+amount+own_res)^3","response~new_car+amount+own_res",0.846023115606529
"2353","response~(education+employment+male_mar_or_wid)^3","response~education+employment+male_mar_or_wid",0.845817156302253
"3229","response~(employment+rent+foreign)^3","response~employment+rent+foreign",0.845247430419813
"3734","response~(co.applicant+prop_unkn_none+num_credits)^3","response~co.applicant+prop_unkn_none+num_credits",0.844985592539213
"1329","response~(new_car+male_div+present_resident)^3","response~new_car+male_div+present_resident",0.844317011416464
"3903","response~(real_estate+prop_unkn_none+telephone)^3","response~real_estate+prop_unkn_none+telephone",0.842962648402757
"1378","response~(new_car+co.applicant+num_credits)^3","response~new_car+co.applicant+num_credits",0.84289601580294
"2192","response~(radio.tv+male_mar_or_wid+rent)^3","response~radio.tv+male_mar_or_wid+rent",0.842439008008002
"1131","response~(history+job+telephone)^3","response~history+job+telephone",0.842295013248216
"2279","response~(radio.tv+own_res+foreign)^3","response~radio.tv+own_res+foreign",0.842220151143112
"2218","response~(radio.tv+guarantor+own_res)^3","response~radio.tv+guarantor+own_res",0.841964027102402
"2217","response~(radio.tv+guarantor+rent)^3","response~radio.tv+guarantor+rent",0.841268060342424
"1858","response~(furniture+sav_acct+other_install)^3","response~furniture+sav_acct+other_install",0.840974571560182
"3645","response~(male_mar_or_wid+real_estate+rent)^3","response~male_mar_or_wid+real_estate+rent",0.840866140500196
"2848","response~(amount+guarantor+rent)^3","response~amount+guarantor+rent",0.840294414348147
"3113","response~(employment+male_div+present_resident)^3","response~employment+male_div+present_resident",0.840243945539909
"298","response~(chk_acct+male_single+job)^3","response~chk_acct+male_single+job",0.840146776921916
"1847","response~(furniture+sav_acct+employment)^3","response~furniture+sav_acct+employment",0.839431183461481
"1586","response~(used_car+sav_acct+job)^3","response~used_car+sav_acct+job",0.839334937007788
"1937","response~(furniture+male_mar_or_wid+age)^3","response~furniture+male_mar_or_wid+age",0.838708493028761
"3936","response~(real_estate+job+telephone)^3","response~real_estate+job+telephone",0.837697878073527
"1214","response~(new_car+education+male_single)^3","response~new_car+education+male_single",0.837350430720519
"834","response~(history+used_car+telephone)^3","response~history+used_car+telephone",0.837101377331814
"1852","response~(furniture+sav_acct+co.applicant)^3","response~furniture+sav_acct+co.applicant",0.836577041097446
"953","response~(history+sav_acct+present_resident)^3","response~history+sav_acct+present_resident",0.836428102580298
"3143","response~(employment+male_mar_or_wid+real_estate)^3","response~employment+male_mar_or_wid+real_estate",0.836350157734622
"2171","response~(radio.tv+male_single+co.applicant)^3","response~radio.tv+male_single+co.applicant",0.836021755308394
"3782","response~(guarantor+present_resident+job)^3","response~guarantor+present_resident+job",0.835711223802145
"822","response~(history+used_car+co.applicant)^3","response~history+used_car+co.applicant",0.835584108667074
"1921","response~(furniture+male_single+real_estate)^3","response~furniture+male_single+real_estate",0.835506360939441
"1288","response~(new_car+sav_acct+telephone)^3","response~new_car+sav_acct+telephone",0.834464498035339
"1668","response~(used_car+male_mar_or_wid+telephone)^3","response~used_car+male_mar_or_wid+telephone",0.834434396716966
"3425","response~(male_div+guarantor+prop_unkn_none)^3","response~male_div+guarantor+prop_unkn_none",0.834230761812698
"2844","response~(amount+guarantor+real_estate)^3","response~amount+guarantor+real_estate",0.833924899471431
"1590","response~(used_car+employment+install_rate)^3","response~used_car+employment+install_rate",0.833774946550745
"1119","response~(history+rent+telephone)^3","response~history+rent+telephone",0.833356908657603
"2793","response~(amount+male_div+other_install)^3","response~amount+male_div+other_install",0.833164180360385
"1768","response~(furniture+radio.tv+male_single)^3","response~furniture+radio.tv+male_single",0.832824110318055
"1978","response~(furniture+present_resident+job)^3","response~furniture+present_resident+job",0.832646000475819
"3193","response~(employment+real_estate+rent)^3","response~employment+real_estate+rent",0.832498207282392
"1335","response~(new_car+male_div+own_res)^3","response~new_car+male_div+own_res",0.832497433334154
"1171","response~(new_car+furniture+co.applicant)^3","response~new_car+furniture+co.applicant",0.832116040106249
"552","response~(duration+education+telephone)^3","response~duration+education+telephone",0.831976889956519
"67","response~(chk_acct+new_car+male_mar_or_wid)^3","response~chk_acct+new_car+male_mar_or_wid",0.831663405322178
"3768","response~(co.applicant+num_credits+foreign)^3","response~co.applicant+num_credits+foreign",0.83140273200503
"1856","response~(furniture+sav_acct+prop_unkn_none)^3","response~furniture+sav_acct+prop_unkn_none",0.831341533968157
"2272","response~(radio.tv+rent+num_dependents)^3","response~radio.tv+rent+num_dependents",0.831036232790679
"3268","response~(install_rate+male_single+other_install)^3","response~install_rate+male_single+other_install",0.830675636449808
"2725","response~(retraining+job+num_dependents)^3","response~retraining+job+num_dependents",0.830113991463188
"3345","response~(install_rate+age+other_install)^3","response~install_rate+age+other_install",0.830102558288484
"81","response~(chk_acct+new_car+foreign)^3","response~chk_acct+new_car+foreign",0.829885954890398
"1193","response~(new_car+radio.tv+male_mar_or_wid)^3","response~new_car+radio.tv+male_mar_or_wid",0.829828194198169
"848","response~(history+furniture+present_resident)^3","response~history+furniture+present_resident",0.829010453493626
"3763","response~(co.applicant+own_res+telephone)^3","response~co.applicant+own_res+telephone",0.827699766832753
"3092","response~(employment+install_rate+male_div)^3","response~employment+install_rate+male_div",0.827265249703711
"3699","response~(co.applicant+guarantor+prop_unkn_none)^3","response~co.applicant+guarantor+prop_unkn_none",0.826903551209244
"3094","response~(employment+install_rate+male_mar_or_wid)^3","response~employment+install_rate+male_mar_or_wid",0.826547316486871
"3742","response~(co.applicant+age+num_credits)^3","response~co.applicant+age+num_credits",0.826166572207361
"812","response~(history+used_car+radio.tv)^3","response~history+used_car+radio.tv",0.826082708427082
"1822","response~(furniture+retraining+num_credits)^3","response~furniture+retraining+num_credits",0.825950798438316
"1944","response~(furniture+male_mar_or_wid+telephone)^3","response~furniture+male_mar_or_wid+telephone",0.825811729396012
"1327","response~(new_car+male_div+co.applicant)^3","response~new_car+male_div+co.applicant",0.825735412208545
"1689","response~(used_car+guarantor+own_res)^3","response~used_car+guarantor+own_res",0.825675918633753
"905","response~(history+retraining+amount)^3","response~history+retraining+amount",0.825487191107957
"1165","response~(new_car+furniture+sav_acct)^3","response~new_car+furniture+sav_acct",0.825009723146515
"472","response~(duration+used_car+guarantor)^3","response~duration+used_car+guarantor",0.82473227325186
"1465","response~(used_car+furniture+sav_acct)^3","response~used_car+furniture+sav_acct",0.824648857977986
"2265","response~(radio.tv+other_install+job)^3","response~radio.tv+other_install+job",0.824111367860337
"1744","response~(used_car+rent+telephone)^3","response~used_car+rent+telephone",0.82365284425804
"867","response~(history+radio.tv+male_single)^3","response~history+radio.tv+male_single",0.823628473224331
"155","response~(chk_acct+education+amount)^3","response~chk_acct+education+amount",0.823268943074349
"3949","response~(prop_unkn_none+other_install+rent)^3","response~prop_unkn_none+other_install+rent",0.82292026996741
"2084","response~(radio.tv+amount+male_single)^3","response~radio.tv+amount+male_single",0.822758705436993
"1637","response~(used_car+male_div+job)^3","response~used_car+male_div+job",0.82269921753273
"3532","response~(male_single+guarantor+other_install)^3","response~male_single+guarantor+other_install",0.821909419445715
"1169","response~(new_car+furniture+male_single)^3","response~new_car+furniture+male_single",0.821815325130699
"3847","response~(present_resident+real_estate+job)^3","response~present_resident+real_estate+job",0.82168563863023
"2880","response~(amount+prop_unkn_none+num_credits)^3","response~amount+prop_unkn_none+num_credits",0.821668064034393
"2497","response~(education+other_install+num_dependents)^3","response~education+other_install+num_dependents",0.821168766258458
"926","response~(history+amount+sav_acct)^3","response~history+amount+sav_acct",0.820754434580524
"2453","response~(education+guarantor+telephone)^3","response~education+guarantor+telephone",0.820630787819807
"1674","response~(used_car+co.applicant+age)^3","response~used_car+co.applicant+age",0.819976138137427
"2439","response~(education+co.applicant+job)^3","response~education+co.applicant+job",0.819896211843328
"2732","response~(amount+sav_acct+install_rate)^3","response~amount+sav_acct+install_rate",0.818623094858474
"3269","response~(install_rate+male_single+rent)^3","response~install_rate+male_single+rent",0.818474118211015
"285","response~(chk_acct+male_div+telephone)^3","response~chk_acct+male_div+telephone",0.818365977488359
"3388","response~(male_div+male_single+other_install)^3","response~male_div+male_single+other_install",0.817972752336376
"1510","response~(used_car+education+sav_acct)^3","response~used_car+education+sav_acct",0.817838453350907
"125","response~(chk_acct+furniture+own_res)^3","response~chk_acct+furniture+own_res",0.817627177544129
"3824","response~(guarantor+rent+telephone)^3","response~guarantor+rent+telephone",0.81746408394663
"3918","response~(real_estate+other_install+telephone)^3","response~real_estate+other_install+telephone",0.817393290263467
"939","response~(history+amount+rent)^3","response~history+amount+rent",0.814770700348115
"2226","response~(radio.tv+present_resident+age)^3","response~radio.tv+present_resident+age",0.814652103951604
"388","response~(chk_acct+rent+job)^3","response~chk_acct+rent+job",0.812698739266619
"1467","response~(used_car+furniture+install_rate)^3","response~used_car+furniture+install_rate",0.811830844149884
"3786","response~(guarantor+real_estate+prop_unkn_none)^3","response~guarantor+real_estate+prop_unkn_none",0.811384962597597
"2811","response~(amount+male_single+num_credits)^3","response~amount+male_single+num_credits",0.810117675859286
"1493","response~(used_car+radio.tv+male_mar_or_wid)^3","response~used_car+radio.tv+male_mar_or_wid",0.809910839901934
"3644","response~(male_mar_or_wid+real_estate+other_install)^3","response~male_mar_or_wid+real_estate+other_install",0.809589366267399
"589","response~(duration+amount+own_res)^3","response~duration+amount+own_res",0.809508815944034
"669","response~(duration+male_single+real_estate)^3","response~duration+male_single+real_estate",0.809487473962661
"691","response~(duration+male_mar_or_wid+num_dependents)^3","response~duration+male_mar_or_wid+num_dependents",0.808612658814348
"90","response~(chk_acct+used_car+male_div)^3","response~chk_acct+used_car+male_div",0.808503879112237
"3638","response~(male_mar_or_wid+present_resident+job)^3","response~male_mar_or_wid+present_resident+job",0.808463346767056
"988","response~(history+install_rate+present_resident)^3","response~history+install_rate+present_resident",0.808372661648586
"3728","response~(co.applicant+real_estate+telephone)^3","response~co.applicant+real_estate+telephone",0.807805821854869
"689","response~(duration+male_mar_or_wid+num_credits)^3","response~duration+male_mar_or_wid+num_credits",0.807591971822034
"2773","response~(amount+install_rate+present_resident)^3","response~amount+install_rate+present_resident",0.8073318593691
"929","response~(history+amount+male_div)^3","response~history+amount+male_div",0.806962267088763
"3012","response~(sav_acct+co.applicant+telephone)^3","response~sav_acct+co.applicant+telephone",0.80693613678349
"1865","response~(furniture+sav_acct+foreign)^3","response~furniture+sav_acct+foreign",0.806182369925968
"993","response~(history+install_rate+rent)^3","response~history+install_rate+rent",0.805903226583279
"3428","response~(male_div+guarantor+rent)^3","response~male_div+guarantor+rent",0.805864520100179
"2927","response~(sav_acct+employment+present_resident)^3","response~sav_acct+employment+present_resident",0.805239290692708
"82","response~(chk_acct+used_car+furniture)^3","response~chk_acct+used_car+furniture",0.805182862579128
"1134","response~(history+num_dependents+foreign)^3","response~history+num_dependents+foreign",0.804649727042067
"2062","response~(radio.tv+retraining+install_rate)^3","response~radio.tv+retraining+install_rate",0.804415133944822
"665","response~(duration+male_single+male_mar_or_wid)^3","response~duration+male_single+male_mar_or_wid",0.804227620441271
"2774","response~(amount+install_rate+real_estate)^3","response~amount+install_rate+real_estate",0.804216697142024
"2681","response~(retraining+real_estate+num_credits)^3","response~retraining+real_estate+num_credits",0.804105857362641
"3446","response~(male_div+real_estate+prop_unkn_none)^3","response~male_div+real_estate+prop_unkn_none",0.803971883962095
"3110","response~(employment+male_div+male_mar_or_wid)^3","response~employment+male_div+male_mar_or_wid",0.803608179417845
"173","response~(chk_acct+education+num_dependents)^3","response~chk_acct+education+num_dependents",0.803270470500224
"3155","response~(employment+co.applicant+present_resident)^3","response~employment+co.applicant+present_resident",0.803149908895962
"1202","response~(new_car+radio.tv+own_res)^3","response~new_car+radio.tv+own_res",0.80307557400073
"2962","response~(sav_acct+male_div+prop_unkn_none)^3","response~sav_acct+male_div+prop_unkn_none",0.80237735826411
"2428","response~(education+male_mar_or_wid+telephone)^3","response~education+male_mar_or_wid+telephone",0.802215756932453
"3927","response~(real_estate+own_res+job)^3","response~real_estate+own_res+job",0.800090960399206
"1894","response~(furniture+install_rate+rent)^3","response~furniture+install_rate+rent",0.799617873962185
"3195","response~(employment+real_estate+num_credits)^3","response~employment+real_estate+num_credits",0.799312302179208
"1210","response~(new_car+education+sav_acct)^3","response~new_car+education+sav_acct",0.799264097453059
"1747","response~(used_car+own_res+job)^3","response~used_car+own_res+job",0.798649741196121
"3005","response~(sav_acct+co.applicant+age)^3","response~sav_acct+co.applicant+age",0.798229736827254
"3308","response~(install_rate+guarantor+rent)^3","response~install_rate+guarantor+rent",0.798210974921792
"1093","response~(history+prop_unkn_none+rent)^3","response~history+prop_unkn_none+rent",0.797921899366672
"2577","response~(retraining+employment+foreign)^3","response~retraining+employment+foreign",0.797855420234455
"617","response~(duration+employment+male_mar_or_wid)^3","response~duration+employment+male_mar_or_wid",0.796982135294373
"3650","response~(male_mar_or_wid+real_estate+telephone)^3","response~male_mar_or_wid+real_estate+telephone",0.796879522746263
"3452","response~(male_div+real_estate+job)^3","response~male_div+real_estate+job",0.796652304152533
"3726","response~(co.applicant+real_estate+job)^3","response~co.applicant+real_estate+job",0.796630829899458
"2083","response~(radio.tv+amount+male_div)^3","response~radio.tv+amount+male_div",0.796052529853113
"657","response~(duration+male_div+other_install)^3","response~duration+male_div+other_install",0.795046521963788
"3413","response~(male_div+co.applicant+prop_unkn_none)^3","response~male_div+co.applicant+prop_unkn_none",0.795025947777681
"760","response~(duration+other_install+job)^3","response~duration+other_install+job",0.79470329417161
"1947","response~(furniture+co.applicant+present_resident)^3","response~furniture+co.applicant+present_resident",0.794614120773757
"816","response~(history+used_car+sav_acct)^3","response~history+used_car+sav_acct",0.794553231981293
"84","response~(chk_acct+used_car+education)^3","response~chk_acct+used_car+education",0.793870444880343
"4035","response~(rent+job+num_dependents)^3","response~rent+job+num_dependents",0.79384860309596
"715","response~(duration+guarantor+job)^3","response~duration+guarantor+job",0.793535527055542
"551","response~(duration+education+num_dependents)^3","response~duration+education+num_dependents",0.79353477454572
"3559","response~(male_single+real_estate+telephone)^3","response~male_single+real_estate+telephone",0.793135482180456
"1366","response~(new_car+male_mar_or_wid+job)^3","response~new_car+male_mar_or_wid+job",0.792852874028721
"25","response~(chk_acct+duration+job)^3","response~chk_acct+duration+job",0.792573723052599
"1756","response~(used_car+job+telephone)^3","response~used_car+job+telephone",0.792382937503114
"1790","response~(furniture+education+male_single)^3","response~furniture+education+male_single",0.792119461735977
"2373","response~(education+install_rate+present_resident)^3","response~education+install_rate+present_resident",0.792079403011487
"1772","response~(furniture+radio.tv+present_resident)^3","response~furniture+radio.tv+present_resident",0.791774531728536
"2203","response~(radio.tv+co.applicant+age)^3","response~radio.tv+co.applicant+age",0.791675644885765
"2183","response~(radio.tv+male_single+telephone)^3","response~radio.tv+male_single+telephone",0.791343481219597
"3501","response~(male_single+male_mar_or_wid+co.applicant)^3","response~male_single+male_mar_or_wid+co.applicant",0.790632178048038
"2011","response~(furniture+other_install+num_credits)^3","response~furniture+other_install+num_credits",0.79059051828464
"3998","response~(age+num_credits+foreign)^3","response~age+num_credits+foreign",0.790520942417707
"1918","response~(furniture+male_single+co.applicant)^3","response~furniture+male_single+co.applicant",0.790384950312547
"3460","response~(male_div+prop_unkn_none+num_credits)^3","response~male_div+prop_unkn_none+num_credits",0.790320665425566
"4008","response~(other_install+rent+num_dependents)^3","response~other_install+rent+num_dependents",0.790209697659893
"1488","response~(used_car+radio.tv+sav_acct)^3","response~used_car+radio.tv+sav_acct",0.790027558280972
"1340","response~(new_car+male_div+foreign)^3","response~new_car+male_div+foreign",0.789393297722135
"3913","response~(real_estate+other_install+rent)^3","response~real_estate+other_install+rent",0.788723358889812
"1939","response~(furniture+male_mar_or_wid+rent)^3","response~furniture+male_mar_or_wid+rent",0.788327067706369
"2323","response~(education+amount+other_install)^3","response~education+amount+other_install",0.788291029349613
"2789","response~(amount+male_div+present_resident)^3","response~amount+male_div+present_resident",0.787493659052515
"3045","response~(sav_acct+real_estate+telephone)^3","response~sav_acct+real_estate+telephone",0.78742233621017
"1420","response~(new_car+prop_unkn_none+num_credits)^3","response~new_car+prop_unkn_none+num_credits",0.787232112169749
"3856","response~(present_resident+prop_unkn_none+job)^3","response~present_resident+prop_unkn_none+job",0.78634084195925
"3490","response~(male_div+own_res+foreign)^3","response~male_div+own_res+foreign",0.78623819261297
"2307","response~(education+retraining+job)^3","response~education+retraining+job",0.786159975433913
"701","response~(duration+co.applicant+own_res)^3","response~duration+co.applicant+own_res",0.786145202721741
"3798","response~(guarantor+prop_unkn_none+rent)^3","response~guarantor+prop_unkn_none+rent",0.785953224460332
"3507","response~(male_single+male_mar_or_wid+other_install)^3","response~male_single+male_mar_or_wid+other_install",0.785788584570677
"159","response~(chk_acct+education+male_div)^3","response~chk_acct+education+male_div",0.785712913971987
"637","response~(duration+install_rate+present_resident)^3","response~duration+install_rate+present_resident",0.785369675008312
"167","response~(chk_acct+education+age)^3","response~chk_acct+education+age",0.785062956362516
"59","response~(chk_acct+new_car+education)^3","response~chk_acct+new_car+education",0.784876573253292
"3427","response~(male_div+guarantor+other_install)^3","response~male_div+guarantor+other_install",0.784855217660862
"3247","response~(install_rate+male_div+co.applicant)^3","response~install_rate+male_div+co.applicant",0.784703550002001
"3085","response~(sav_acct+num_credits+foreign)^3","response~sav_acct+num_credits+foreign",0.784198329837928
"1665","response~(used_car+male_mar_or_wid+num_credits)^3","response~used_car+male_mar_or_wid+num_credits",0.784042934561777
"3051","response~(sav_acct+prop_unkn_none+num_credits)^3","response~sav_acct+prop_unkn_none+num_credits",0.783768351811574
"1832","response~(furniture+amount+male_mar_or_wid)^3","response~furniture+amount+male_mar_or_wid",0.783569277901677
"1610","response~(used_car+install_rate+male_mar_or_wid)^3","response~used_car+install_rate+male_mar_or_wid",0.783122145408543
"3516","response~(male_single+co.applicant+present_resident)^3","response~male_single+co.applicant+present_resident",0.782636336454955
"1767","response~(furniture+radio.tv+male_div)^3","response~furniture+radio.tv+male_div",0.782443097486865
"3721","response~(co.applicant+real_estate+age)^3","response~co.applicant+real_estate+age",0.782335786756945
"2733","response~(amount+sav_acct+male_div)^3","response~amount+sav_acct+male_div",0.7822915027218
"2403","response~(education+male_single+guarantor)^3","response~education+male_single+guarantor",0.782197801595343
"2878","response~(amount+prop_unkn_none+rent)^3","response~amount+prop_unkn_none+rent",0.782176669829422
"1745","response~(used_car+rent+foreign)^3","response~used_car+rent+foreign",0.781808370739623
"437","response~(duration+new_car+education)^3","response~duration+new_car+education",0.780923716189641
"309","response~(chk_acct+male_mar_or_wid+rent)^3","response~chk_acct+male_mar_or_wid+rent",0.780492443834001
"1363","response~(new_car+male_mar_or_wid+rent)^3","response~new_car+male_mar_or_wid+rent",0.780110266348932
"1971","response~(furniture+present_resident+real_estate)^3","response~furniture+present_resident+real_estate",0.780067865150318
"3653","response~(male_mar_or_wid+prop_unkn_none+other_install)^3","response~male_mar_or_wid+prop_unkn_none+other_install",0.779243701451826
"479","response~(duration+used_car+own_res)^3","response~duration+used_car+own_res",0.778894118548587
"983","response~(history+install_rate+male_div)^3","response~history+install_rate+male_div",0.778126680454632
"3705","response~(co.applicant+guarantor+job)^3","response~co.applicant+guarantor+job",0.777425386297316
"3002","response~(sav_acct+co.applicant+present_resident)^3","response~sav_acct+co.applicant+present_resident",0.777274750979361
"2201","response~(radio.tv+co.applicant+real_estate)^3","response~radio.tv+co.applicant+real_estate",0.777223222606832
"3302","response~(install_rate+co.applicant+foreign)^3","response~install_rate+co.applicant+foreign",0.777132290344103
"57","response~(chk_acct+new_car+furniture)^3","response~chk_acct+new_car+furniture",0.776565619424065
"483","response~(duration+used_car+telephone)^3","response~duration+used_car+telephone",0.776559110386615
"2389","response~(education+male_div+present_resident)^3","response~education+male_div+present_resident",0.776447917555913
"2843","response~(amount+guarantor+present_resident)^3","response~amount+guarantor+present_resident",0.775921030977854
"2642","response~(retraining+co.applicant+real_estate)^3","response~retraining+co.applicant+real_estate",0.775811348299878
"3526","response~(male_single+co.applicant+telephone)^3","response~male_single+co.applicant+telephone",0.775740415118372
"3512","response~(male_single+male_mar_or_wid+num_dependents)^3","response~male_single+male_mar_or_wid+num_dependents",0.775710413761199
"1984","response~(furniture+real_estate+other_install)^3","response~furniture+real_estate+other_install",0.775368444760647
"3866","response~(present_resident+age+telephone)^3","response~present_resident+age+telephone",0.775273629031468
"1151","response~(new_car+used_car+prop_unkn_none)^3","response~new_car+used_car+prop_unkn_none",0.775258483910974
"2858","response~(amount+present_resident+other_install)^3","response~amount+present_resident+other_install",0.775037876903495
"2955","response~(sav_acct+install_rate+foreign)^3","response~sav_acct+install_rate+foreign",0.774976560833013
"6","response~(chk_acct+duration+education)^3","response~chk_acct+duration+education",0.774963731526235
"1603","response~(used_car+employment+num_credits)^3","response~used_car+employment+num_credits",0.77274337801063
"2196","response~(radio.tv+male_mar_or_wid+num_dependents)^3","response~radio.tv+male_mar_or_wid+num_dependents",0.772539677717873
"1905","response~(furniture+male_div+present_resident)^3","response~furniture+male_div+present_resident",0.772448795449451
"775","response~(duration+num_credits+job)^3","response~duration+num_credits+job",0.772136638720179
"627","response~(duration+employment+num_credits)^3","response~duration+employment+num_credits",0.770607324422156
"3447","response~(male_div+real_estate+age)^3","response~male_div+real_estate+age",0.770301830806918
"466","response~(duration+used_car+employment)^3","response~duration+used_car+employment",0.769832056122734
"1358","response~(new_car+male_mar_or_wid+present_resident)^3","response~new_car+male_mar_or_wid+present_resident",0.769678778819414
"2921","response~(sav_acct+employment+install_rate)^3","response~sav_acct+employment+install_rate",0.768964589887051
"633","response~(duration+install_rate+male_single)^3","response~duration+install_rate+male_single",0.768848562568584
"1709","response~(used_car+real_estate+rent)^3","response~used_car+real_estate+rent",0.768593948241404
"2315","response~(education+amount+male_single)^3","response~education+amount+male_single",0.768281815024545
"2441","response~(education+co.applicant+telephone)^3","response~education+co.applicant+telephone",0.767643711630364
"461","response~(duration+used_car+radio.tv)^3","response~duration+used_car+radio.tv",0.767215217665266
"674","response~(duration+male_single+own_res)^3","response~duration+male_single+own_res",0.767176084486661
"3495","response~(male_div+job+num_dependents)^3","response~male_div+job+num_dependents",0.76685229610184
"295","response~(chk_acct+male_single+rent)^3","response~chk_acct+male_single+rent",0.766783337513363
"2154","response~(radio.tv+male_div+male_single)^3","response~radio.tv+male_div+male_single",0.766751565958293
"1342","response~(new_car+male_single+co.applicant)^3","response~new_car+male_single+co.applicant",0.766124224550459
"2996","response~(sav_acct+male_mar_or_wid+num_credits)^3","response~sav_acct+male_mar_or_wid+num_credits",0.76540463185272
"536","response~(duration+education+install_rate)^3","response~duration+education+install_rate",0.764802401977661
"3433","response~(male_div+guarantor+telephone)^3","response~male_div+guarantor+telephone",0.764280197610028
"3844","response~(present_resident+real_estate+rent)^3","response~present_resident+real_estate+rent",0.763623289568796
"1836","response~(furniture+amount+real_estate)^3","response~furniture+amount+real_estate",0.763037764316042
"2560","response~(retraining+employment+install_rate)^3","response~retraining+employment+install_rate",0.762506585830024
"3419","response~(male_div+co.applicant+job)^3","response~male_div+co.applicant+job",0.762409747595145
"930","response~(history+amount+male_single)^3","response~history+amount+male_single",0.762391598919528
"2156","response~(radio.tv+male_div+co.applicant)^3","response~radio.tv+male_div+co.applicant",0.761399645192349
"1573","response~(used_car+sav_acct+male_div)^3","response~used_car+sav_acct+male_div",0.761085188810488
"2498","response~(education+other_install+telephone)^3","response~education+other_install+telephone",0.760944813159474
"1382","response~(new_car+co.applicant+foreign)^3","response~new_car+co.applicant+foreign",0.760755309027364
"3879","response~(present_resident+rent+telephone)^3","response~present_resident+rent+telephone",0.760579953689534
"2734","response~(amount+sav_acct+male_single)^3","response~amount+sav_acct+male_single",0.760378343628664
"2","response~(chk_acct+duration+new_car)^3","response~chk_acct+duration+new_car",0.760159976364664
"2558","response~(retraining+sav_acct+telephone)^3","response~retraining+sav_acct+telephone",0.760139591974228
"2648","response~(retraining+co.applicant+num_credits)^3","response~retraining+co.applicant+num_credits",0.76009406408217
"3390","response~(male_div+male_single+own_res)^3","response~male_div+male_single+own_res",0.760022129278759
"2922","response~(sav_acct+employment+male_div)^3","response~sav_acct+employment+male_div",0.759630954725003
"4018","response~(other_install+num_credits+telephone)^3","response~other_install+num_credits+telephone",0.759024484242531
"2942","response~(sav_acct+install_rate+co.applicant)^3","response~sav_acct+install_rate+co.applicant",0.758979777709913
"2079","response~(radio.tv+retraining+foreign)^3","response~radio.tv+retraining+foreign",0.758603273382176
"1541","response~(used_car+retraining+prop_unkn_none)^3","response~used_car+retraining+prop_unkn_none",0.75840895918836
"1887","response~(furniture+install_rate+co.applicant)^3","response~furniture+install_rate+co.applicant",0.757742711766465
"1449","response~(new_car+own_res+telephone)^3","response~new_car+own_res+telephone",0.757606223470274
"3836","response~(guarantor+job+telephone)^3","response~guarantor+job+telephone",0.75730340662691
"3496","response~(male_div+job+telephone)^3","response~male_div+job+telephone",0.757196616951654
"2110","response~(radio.tv+sav_acct+age)^3","response~radio.tv+sav_acct+age",0.756972472476372
"1851","response~(furniture+sav_acct+male_mar_or_wid)^3","response~furniture+sav_acct+male_mar_or_wid",0.756670032495609
"1849","response~(furniture+sav_acct+male_div)^3","response~furniture+sav_acct+male_div",0.756401295809114
"2161","response~(radio.tv+male_div+age)^3","response~radio.tv+male_div+age",0.756034502814205
"471","response~(duration+used_car+co.applicant)^3","response~duration+used_car+co.applicant",0.755989202034202
"205","response~(chk_acct+amount+present_resident)^3","response~chk_acct+amount+present_resident",0.755844095455316
