"","formula","aics","bics","acc"
"528",528,923.320291368869,974.851020373216,0.6525
"102",102,924.225779466729,975.756508471076,0.6525
"789",789,932.409040353471,983.939769357818,0.6525
"557",557,933.682524282007,985.213253286354,0.6525
"68",68,937.5223357188,989.053064723148,0.6525
"523",523,941.180996680449,992.711725684796,0.6525
"158",158,961.912972891738,1008.75909016842,0.6525
"364",364,878.447093233332,929.97782223768,0.65125
"668",668,878.637367797912,920.798873346923,0.65125
"686",686,897.230997436308,944.077114712987,0.65125
"450",450,905.555166510836,952.401283787515,0.65125
"407",407,909.541276991286,956.387394267965,0.65125
"911",911,912.002221808592,963.532950812939,0.65125
"674",674,917.866303324297,969.397032328644,0.65125
"920",920,941.475096707338,988.321213984017,0.65125
"18",18,946.060085942306,992.906203218986,0.65125
"511",511,952.971914492232,999.818031768911,0.65125
"258",258,958.37028289343,1009.90101189778,0.65125
"435",435,967.008541699072,1013.85465897575,0.65125
"502",502,875.219194186906,926.749923191253,0.65
"621",621,881.724064780607,928.570182057286,0.65
"732",732,891.714399841916,943.245128846263,0.65
"277",277,899.441144471542,950.971873475889,0.65
"983",983,902.459367549043,949.305484825722,0.65
"334",334,904.277206162783,955.807935167131,0.65
"926",926,904.668988854394,951.515106131073,0.65
"125",125,905.914099686331,957.444828690678,0.65
"319",319,916.723987316896,968.254716321243,0.65
"778",778,919.772346596644,961.933852145656,0.65
"438",438,940.071853720973,986.917970997652,0.65
"444",444,945.726367121316,992.572484397995,0.65
"797",797,946.874347181533,989.035852730544,0.65
"952",952,952.487515080781,999.33363235746,0.65
"123",123,853.291345867428,900.137463144108,0.64875
"200",200,855.061439295877,906.592168300224,0.64875
"935",935,893.884126653694,945.414855658042,0.64875
"618",618,905.055872417639,956.586601421986,0.64875
"852",852,909.590686058946,956.436803335625,0.64875
"462",462,910.502455746127,957.348573022806,0.64875
"260",260,915.135386570792,961.981503847471,0.64875
